Event_ID,Supply_Level,Valve_Position,Measurement,STATUS
1150,median,on,163,Normal
1151,median,on,213,Critic
1152,median,off,147,Normal
1153,median,off,198,Critic
1154,high,off,170,Critic
1155,high,on,237,Critic
1156,high,on,276,Critic
1157,low,on,140,Normal
1158,high,off,249,Critic
1159,high,off,244,Critic
1160,low,on,156,Normal
1161,high,on,298,Critic
1162,high,on,142,Normal
1163,low,off,201,Critic
1164,low,on,129,Normal
1165,high,off,146,Normal
1166,low,on,144,Normal
1167,low,off,150,Normal
1168,low,off,144,Normal
1169,median,off,144,Normal
1170,low,off,130,Normal
1171,median,off,231,Critic
1172,low,on,146,Normal
1173,median,off,162,Critic
1174,low,off,152,Critic
1175,low,off,123,Normal
1176,median,off,134,Normal
1177,low,on,132,Normal
1178,median,off,124,Normal
1179,median,on,151,Normal
1180,median,on,278,Critic
1181,low,on,124,Normal
1182,high,off,162,Normal
1183,high,on,290,Critic
1184,low,off,140,Normal
1185,low,off,162,Normal
1186,high,off,172,Critic
1187,median,on,130,Normal
1188,high,on,156,Critic
1189,low,off,166,Normal
1190,high,off,170,Normal
1191,low,on,124,Normal
1192,high,on,219,Critic
1193,low,on,163,Normal
1194,low,on,135,Normal
1195,high,off,219,Critic
1196,low,on,130,Normal
1197,median,off,220,Critic
1198,low,off,166,Normal
1199,low,off,255,Critic
1200,high,off,204,Critic
1201,low,on,164,Normal
1202,low,on,142,Normal
1203,low,on,139,Normal
1204,high,off,273,Critic
1205,median,off,152,Normal
1206,low,off,145,Normal
1207,high,off,198,Critic
1208,median,off,280,Critic
1209,low,on,159,Normal
1210,low,on,153,Normal
1211,high,on,134,Normal
1212,high,off,160,Normal
1213,median,on,136,Normal
1214,median,on,162,Normal
1215,median,on,273,Critic
1216,median,off,128,Normal
1217,median,on,126,Normal
1218,high,on,156,Critic
1219,high,off,252,Critic
1220,high,off,255,Critic
1221,low,on,168,Normal
1222,median,on,246,Critic
1223,high,off,142,Normal
1224,median,on,148,Normal
1225,median,on,156,Normal
1226,median,off,198,Critic
1227,median,on,166,Normal
1228,median,on,130,Normal
1229,median,off,140,Normal
1230,low,off,148,Normal
1231,median,on,206,Critic
1232,median,off,156,Normal
1233,high,on,164,Normal
1234,high,off,170,Normal
1235,median,on,120,Normal
1236,median,off,154,Normal
1237,high,on,174,Critic
1238,low,on,133,Normal
1239,median,on,152,Normal
1240,low,on,134,Normal
1241,low,on,132,Normal
1242,median,on,161,Normal
1243,low,on,166,Normal
1244,median,on,282,Critic
1245,low,off,256,Critic
1246,low,on,128,Normal
1247,median,off,158,Normal
1248,low,on,270,Critic
1249,low,off,142,Normal
1250,low,on,149,Normal
1251,low,on,141,Normal
1252,high,on,130,Normal
1253,median,off,124,Normal
1254,high,off,198,Critic
1255,low,off,154,Normal
1256,high,on,137,Normal
1257,low,off,131,Normal
1258,low,off,146,Normal
1259,low,off,145,Normal
1260,high,off,292,Critic
1261,high,off,171,Critic
1262,low,off,138,Normal
1263,high,off,252,Critic
1264,low,off,138,Normal
1265,low,on,165,Normal
1266,high,on,122,Normal
1267,low,off,231,Critic
1268,low,off,122,Normal
1269,median,off,136,Normal
1270,low,on,133,Normal
1271,low,on,146,Normal
1272,low,on,123,Normal
1273,low,off,130,Normal
1274,median,off,172,Critic
1275,low,on,134,Normal
1276,high,on,212,Critic
1277,low,on,166,Normal
1278,median,on,170,Normal
1279,high,on,150,Normal
1280,low,on,168,Normal
1281,low,off,152,Normal
1282,median,off,226,Critic
1283,high,off,149,Normal
1284,high,on,169,Normal
1285,high,off,274,Critic
1286,high,off,296,Critic
1287,high,on,270,Critic
1288,median,on,120,Normal
1289,low,on,140,Normal
1290,low,off,138,Normal
1291,low,on,124,Normal
1292,low,on,144,Normal
1293,low,on,142,Normal
1294,high,on,158,Normal
1295,median,off,156,Normal
1296,high,off,152,Critic
1297,high,off,140,Normal
1298,median,on,136,Normal
1299,low,on,148,Normal
1300,low,on,165,Normal
1301,low,on,146,Normal
1302,low,on,124,Normal
1303,low,on,164,Normal
1304,high,on,129,Normal
1305,high,off,130,Normal
1306,high,off,122,Normal
1307,high,on,164,Normal
1308,high,off,161,Normal
1309,low,on,161,Normal
1310,high,on,150,Normal
1311,high,off,232,Critic
1312,low,on,148,Normal
1313,low,on,123,Normal
1314,low,on,128,Normal
1315,high,on,130,Normal
1316,low,off,152,Normal
1317,low,on,272,Critic
1318,low,off,159,Normal
1319,high,off,136,Normal
1320,low,off,136,Normal
1321,low,on,162,Normal
1322,median,off,182,Critic
1323,low,off,136,Normal
1324,high,off,136,Normal
1325,median,on,132,Normal
1326,median,off,231,Critic
1327,low,off,134,Normal
1328,low,off,138,Normal
1329,low,off,166,Normal
1330,low,on,134,Normal
1331,low,off,154,Normal
1332,median,off,160,Normal
1333,low,on,148,Normal
1334,high,on,134,Normal
1335,median,on,136,Normal
1336,low,on,140,Normal
1337,high,off,148,Normal
1338,low,off,134,Normal
1339,median,off,267,Critic
1340,low,on,147,Normal
1341,low,on,131,Normal
1342,low,off,130,Normal
1343,low,off,163,Normal
1344,low,on,134,Normal
1345,median,off,156,Normal
1346,low,off,156,Normal
1347,low,on,126,Normal
1348,low,on,168,Normal
1349,high,on,204,Critic
1350,low,on,170,Normal
1351,high,off,123,Normal
1352,low,on,149,Normal
1353,high,off,152,Critic
1354,low,on,142,Normal
1355,median,off,140,Normal
1356,median,on,286,Critic
1357,low,off,143,Normal
1358,low,off,132,Normal
1359,high,off,288,Critic
1360,low,off,144,Normal
1361,low,off,133,Normal
1362,median,on,149,Normal
1363,low,off,162,Normal
1364,median,off,146,Normal
1365,low,on,121,Normal
1366,low,off,152,Normal
1367,median,on,136,Normal
1368,low,off,170,Normal
1369,high,off,190,Critic
1370,low,off,132,Normal
1371,median,off,158,Normal
1372,low,on,160,Normal
1373,median,on,126,Normal
1374,low,off,161,Normal
1375,low,on,128,Normal
1376,high,off,146,Normal
1377,high,off,152,Normal
1378,low,off,147,Normal
1379,median,on,148,Normal
1380,high,on,154,Normal
1381,low,on,136,Normal
1382,low,on,164,Normal
1383,high,off,224,Critic
1384,median,off,273,Critic
1385,low,off,120,Normal
1386,low,off,131,Normal
1387,low,off,270,Critic
1388,low,on,134,Normal
1389,low,on,147,Normal
1390,low,off,126,Normal
1391,low,on,158,Normal
1392,low,on,134,Normal
1393,median,off,156,Normal
1394,high,off,150,Normal
1395,low,on,151,Normal
1396,low,off,121,Normal
1397,median,off,242,Critic
1398,median,off,242,Critic
1399,median,on,126,Normal
1400,median,off,158,Normal
1401,median,on,136,Normal
1402,median,off,137,Normal
1403,median,on,274,Critic
1404,low,on,141,Normal
1405,high,off,158,Critic
1406,high,off,144,Normal
1407,high,off,124,Normal
1408,low,off,123,Normal
1409,median,on,158,Critic
1410,median,off,163,Normal
1411,high,off,225,Critic
1412,median,off,156,Normal
1413,high,off,226,Critic
1414,high,off,183,Critic
1415,high,on,189,Critic
1416,low,on,168,Normal
1417,high,on,122,Normal
1418,low,on,129,Normal
1419,low,off,165,Normal
1420,low,on,153,Normal
1421,high,on,159,Normal
1422,high,off,122,Normal
1423,high,on,124,Normal
1424,low,on,157,Normal
1425,high,off,140,Normal
1426,low,off,154,Normal
1427,high,off,297,Critic
1428,low,off,124,Normal
1429,low,off,156,Normal
1430,low,on,136,Normal
1431,high,off,122,Normal
1432,low,off,170,Normal
1433,high,off,206,Critic
1434,high,on,270,Critic
1435,median,off,158,Normal
1436,low,off,161,Normal
1437,high,on,254,Critic
1438,median,off,170,Normal
1439,low,on,146,Normal
1440,median,off,159,Normal
1441,high,on,196,Critic
1442,low,off,166,Normal
1443,low,off,130,Normal
1444,low,on,152,Normal
1445,median,on,228,Critic
1446,low,off,132,Normal
1447,low,on,130,Normal
1448,low,off,156,Critic
1449,high,off,224,Critic
1450,low,on,148,Normal
1451,low,on,136,Normal
1452,median,on,122,Normal
1453,low,off,152,Normal
1454,median,on,151,Normal
1455,high,on,162,Normal
1456,high,off,298,Critic
1457,high,on,213,Critic
1458,low,on,162,Normal
1459,high,off,264,Critic
1460,median,off,156,Normal
1461,high,on,128,Normal
1462,high,off,138,Normal
1463,low,off,156,Normal
1464,low,on,136,Normal
1465,high,on,160,Normal
1466,low,on,165,Normal
1467,median,on,133,Normal
1468,median,on,127,Normal
1469,low,off,122,Normal
1470,high,on,294,Critic
1471,high,off,224,Critic
1472,median,off,128,Normal
1473,low,on,160,Normal
1474,low,on,163,Normal
1475,low,off,127,Normal
1476,low,on,225,Critic
1477,low,off,158,Normal
1478,median,off,126,Normal
1479,low,off,156,Normal
1480,low,on,170,Normal
1481,low,off,124,Normal
1482,low,off,160,Normal
1483,high,off,256,Critic
1484,median,off,156,Normal
1485,low,on,132,Normal
1486,low,on,151,Normal
1487,high,on,164,Normal
1488,high,off,170,Normal
1489,low,on,158,Normal
1490,low,off,148,Normal
1491,high,off,134,Normal
1492,median,on,148,Normal
1493,median,on,154,Normal
1494,high,off,124,Normal
1495,low,on,150,Normal
1496,low,off,156,Normal
1497,low,on,154,Normal
1498,low,on,152,Normal
1499,median,on,164,Normal
1500,low,on,148,Normal
1501,median,off,170,Normal
1502,median,off,210,Critic
1503,low,on,138,Normal
1504,low,on,122,Normal
1505,median,on,124,Normal
1506,low,on,150,Normal
1507,median,off,126,Normal
1508,median,on,136,Normal
1509,low,on,232,Critic
1510,low,on,150,Normal
1511,high,on,163,Normal
1512,low,on,134,Normal
1513,low,on,142,Normal
1514,high,on,152,Critic
1515,median,on,132,Normal
1516,low,off,162,Normal
1517,median,off,249,Critic
1518,low,on,170,Normal
1519,median,off,147,Normal
1520,low,on,279,Critic
1521,low,off,151,Normal
1522,median,on,256,Critic
1523,high,off,268,Critic
1524,median,off,164,Normal
1525,low,on,165,Normal
1526,high,on,195,Critic
1527,low,on,290,Critic
1528,low,off,169,Normal
1529,high,off,201,Critic
1530,low,off,162,Normal
1531,low,on,148,Normal
1532,high,off,244,Critic
1533,low,on,148,Normal
1534,low,on,133,Normal
1535,low,off,147,Normal
1536,low,off,150,Normal
1537,median,on,168,Normal
1538,high,on,150,Normal
1539,high,off,273,Critic
1540,median,off,162,Normal
1541,low,on,163,Normal
1542,high,off,122,Normal
1543,low,off,148,Normal
1544,median,off,164,Normal
1545,low,on,169,Normal
1546,low,on,170,Normal
1547,low,on,148,Normal
1548,low,on,162,Normal
1549,high,off,216,Critic
1550,median,off,133,Normal
1551,low,off,264,Critic
1552,low,off,152,Normal
1553,low,on,159,Normal
1554,median,on,128,Normal
1555,low,on,134,Normal
1556,high,off,125,Normal
1557,median,on,170,Normal
1558,low,on,148,Normal
1559,high,on,162,Normal
1560,low,off,156,Normal
1561,low,off,146,Normal
1562,low,off,126,Normal
1563,low,on,162,Normal
1564,median,off,160,Normal
1565,low,off,166,Normal
1566,median,off,156,Normal
1567,median,off,144,Normal
1568,high,off,128,Normal
1569,high,off,154,Critic
1570,low,on,132,Normal
1571,low,off,152,Normal
1572,high,on,134,Normal
1573,low,off,170,Normal
1574,low,off,153,Critic
1575,median,off,135,Normal
1576,low,off,122,Normal
1577,high,off,155,Normal
1578,median,off,142,Normal
1579,low,on,146,Normal
1580,high,off,158,Critic
1581,high,on,161,Normal
1582,high,off,280,Critic
1583,low,on,166,Normal
1584,low,on,138,Normal
1585,low,on,142,Normal
1586,low,off,164,Normal
1587,low,off,147,Normal
1588,low,off,146,Normal
1589,low,on,122,Normal
1590,median,on,164,Normal
1591,low,off,165,Normal
1592,low,off,165,Normal
1593,low,on,133,Normal
1594,high,off,135,Normal
1595,low,on,140,Normal
1596,median,on,148,Normal
1597,high,off,146,Normal
1598,high,off,256,Critic
1599,high,on,156,Normal
1600,low,off,134,Normal
1601,high,on,132,Normal
1602,low,on,126,Normal
1603,low,on,165,Normal
1604,low,on,146,Normal
1605,low,off,288,Critic
1606,low,on,134,Normal
1607,low,on,153,Normal
1608,low,on,170,Normal
1609,median,on,136,Normal
1610,low,off,138,Normal
1611,high,off,201,Critic
1612,low,off,232,Critic
1613,low,on,167,Normal
1614,low,off,170,Normal
1615,low,off,148,Normal
1616,low,on,164,Normal
1617,low,off,152,Normal
1618,high,on,132,Normal
1619,high,on,216,Critic
1620,high,off,152,Normal
1621,median,off,152,Normal
1622,low,on,122,Normal
1623,median,on,122,Normal
1624,low,off,121,Normal
1625,low,on,150,Normal
1626,median,off,123,Normal
1627,low,off,170,Normal
1628,low,on,122,Normal
1629,high,on,231,Critic
1630,low,off,133,Normal
1631,median,on,138,Normal
1632,high,off,282,Critic
1633,high,on,130,Normal
1634,median,on,130,Normal
1635,median,off,280,Critic
1636,high,off,226,Critic
1637,low,on,144,Normal
1638,high,on,159,Normal
1639,low,off,132,Normal
1640,high,off,146,Normal
1641,median,off,164,Normal
1642,low,on,142,Normal
1643,low,off,138,Normal
1644,low,off,164,Normal
1645,high,off,150,Normal
1646,high,off,212,Critic
1647,high,off,204,Critic
1648,low,on,134,Normal
1649,low,off,164,Normal
1650,low,off,140,Normal
1651,median,on,162,Normal
1652,low,on,164,Normal
1653,low,off,126,Normal
1654,low,off,163,Normal
1655,high,off,142,Normal
1656,median,on,170,Normal
1657,high,on,163,Normal
1658,low,off,135,Normal
1659,high,on,150,Normal
1660,high,off,252,Critic
1661,low,off,160,Normal
1662,median,on,164,Normal
1663,low,off,160,Normal
1664,high,off,152,Normal
1665,high,on,122,Normal
1666,high,on,266,Critic
1667,low,off,170,Normal
1668,high,off,294,Critic
1669,low,off,141,Normal
1670,low,off,160,Normal
1671,low,off,121,Normal
1672,median,off,144,Normal
1673,low,on,138,Normal
1674,median,off,154,Normal
1675,low,off,121,Normal
1676,low,on,134,Normal
1677,median,off,128,Normal
1678,median,on,132,Normal
1679,low,off,132,Normal
1680,low,on,138,Normal
1681,low,on,167,Normal
1682,median,off,279,Critic
1683,median,off,194,Critic
1684,low,on,160,Normal
1685,high,on,128,Normal
1686,low,on,150,Normal
1687,low,off,142,Normal
1688,high,off,202,Critic
1689,median,off,126,Normal
1690,high,off,260,Critic
1691,high,on,126,Normal
1692,median,off,139,Normal
1693,high,off,182,Critic
1694,low,off,146,Normal
1695,low,on,132,Normal
1696,median,on,128,Normal
1697,high,off,294,Critic
1698,high,off,184,Critic
1699,low,off,142,Normal
1700,high,on,157,Normal
1701,low,off,164,Normal
1702,median,on,155,Normal
1703,low,on,133,Normal
1704,high,off,121,Normal
1705,low,off,134,Normal
1706,median,off,237,Critic
1707,low,on,267,Critic
1708,high,off,164,Critic
1709,low,on,219,Critic
1710,low,on,129,Normal
1711,high,on,150,Normal
1712,high,on,140,Normal
1713,low,on,144,Normal
1714,high,off,151,Normal
1715,low,on,144,Normal
1716,low,off,156,Normal
1717,high,on,132,Normal
1718,low,on,158,Normal
1719,median,off,160,Normal
1720,low,on,167,Normal
1721,median,off,145,Normal
1722,median,on,145,Normal
1723,low,off,140,Normal
1724,median,off,170,Normal
1725,low,on,158,Normal
1726,low,on,150,Normal
1727,low,off,156,Normal
1728,low,off,139,Normal
1729,low,off,134,Normal
1730,low,off,162,Normal
1731,low,on,172,Critic
1732,median,off,164,Normal
1733,low,off,224,Critic
1734,low,off,256,Critic
1735,low,off,136,Normal
1736,median,on,158,Normal
1737,high,off,258,Critic
1738,low,on,169,Normal
1739,low,off,128,Normal
1740,low,on,156,Normal
1741,low,off,122,Normal
1742,high,off,198,Critic
1743,median,on,157,Normal
1744,median,off,286,Critic
1745,high,off,261,Critic
1746,high,on,250,Critic
1747,high,on,152,Normal
1748,low,off,139,Normal
1749,low,on,121,Normal
1750,high,off,122,Normal
1751,low,on,161,Normal
1752,high,on,129,Normal
1753,high,on,154,Normal
1754,high,on,169,Normal
1755,high,off,172,Critic
1756,median,on,146,Normal
1757,low,on,161,Normal
1758,low,off,136,Normal
1759,high,on,176,Critic
1760,low,off,128,Normal
1761,low,on,154,Normal
1762,low,off,138,Normal
1763,median,off,170,Normal
1764,low,off,144,Normal
1765,median,on,276,Critic
1766,median,on,144,Normal
1767,median,on,160,Normal
1768,low,on,152,Normal
1769,high,on,210,Critic
1770,high,on,166,Normal
1771,median,off,124,Normal
1772,high,on,285,Critic
1773,low,off,134,Normal
1774,low,on,170,Normal
1775,low,on,140,Normal
1776,low,on,161,Normal
1777,low,off,254,Critic
1778,low,on,132,Normal
1779,low,off,168,Normal
1780,high,off,171,Critic
1781,median,off,131,Normal
1782,high,off,252,Critic
1783,low,off,169,Normal
1784,high,off,154,Normal
1785,median,on,134,Normal
1786,low,off,148,Normal
1787,low,off,132,Normal
1788,low,on,183,Critic
1789,median,off,182,Critic
1790,low,on,164,Normal
1791,low,on,140,Normal
1792,low,off,163,Normal
1793,low,off,136,Normal
1794,median,off,148,Normal
1795,median,off,122,Normal
1796,high,off,182,Critic
1797,median,on,146,Normal
1798,median,on,165,Critic
1799,low,off,150,Normal
1800,median,on,122,Normal
1801,low,off,128,Normal
1802,low,on,148,Normal
1803,low,on,130,Normal
1804,low,on,128,Normal
1805,low,off,127,Normal
1806,low,off,142,Normal
1807,low,on,160,Normal
1808,low,on,296,Critic
1809,high,off,243,Critic
1810,low,on,120,Normal
1811,low,on,154,Normal
1812,low,off,152,Normal
1813,low,off,156,Normal
1814,low,on,149,Normal
1815,median,on,144,Normal
1816,median,off,164,Normal
1817,high,on,154,Critic
1818,median,on,142,Normal
1819,low,on,154,Normal
1820,median,off,141,Normal
1821,median,off,124,Normal
1822,high,on,232,Critic
1823,low,off,139,Normal
1824,median,on,133,Normal
1825,high,off,228,Critic
1826,low,on,143,Normal
1827,median,off,160,Normal
1828,median,on,180,Critic
1829,low,on,145,Normal
1830,high,on,126,Normal
1831,low,on,146,Normal
1832,low,on,146,Normal
1833,high,on,243,Critic
1834,median,off,170,Normal
1835,median,off,144,Normal
1836,high,off,237,Critic
1837,low,off,134,Normal
1838,median,off,150,Normal
1839,low,off,139,Normal
1840,high,off,291,Critic
1841,high,off,122,Normal
1842,low,on,144,Normal
1843,low,off,120,Normal
1844,low,on,132,Normal
1845,median,on,146,Normal
1846,high,off,178,Critic
1847,median,on,142,Normal
1848,low,on,148,Normal
1849,median,off,278,Critic
1850,low,on,132,Normal
1851,low,on,152,Normal
1852,low,on,163,Normal
1853,low,on,144,Normal
1854,median,on,143,Normal
1855,median,on,142,Normal
1856,median,off,154,Normal
1857,low,off,158,Normal
1858,high,off,196,Critic
1859,low,on,146,Normal
1860,low,on,154,Normal
1861,high,on,188,Critic
1862,median,off,142,Normal
1863,median,off,158,Normal
1864,high,on,214,Critic
1865,low,on,123,Normal
1866,low,on,154,Normal
1867,high,off,290,Critic
1868,low,off,134,Normal
1869,median,on,120,Normal
1870,median,on,136,Normal
1871,median,off,148,Normal
1872,high,on,150,Normal
1873,high,on,216,Critic
1874,median,off,139,Normal
1875,low,off,149,Normal
1876,low,off,166,Critic
1877,high,on,168,Critic
1878,median,off,134,Normal
1879,low,off,140,Normal
1880,median,on,148,Normal
1881,high,off,186,Critic
1882,low,on,160,Normal
1883,low,on,144,Normal
1884,median,on,136,Normal
1885,median,on,168,Critic
1886,median,off,166,Normal
1887,low,off,157,Normal
1888,low,off,148,Normal
1889,high,off,134,Normal
1890,median,off,150,Normal
1891,low,on,133,Normal
1892,low,on,128,Normal
1893,low,on,141,Normal
1894,low,on,134,Normal
1895,low,on,168,Normal
1896,low,on,156,Normal
1897,low,on,144,Normal
1898,high,on,148,Normal
1899,low,on,152,Normal
1900,low,off,168,Normal
1901,median,on,128,Normal
1902,median,on,146,Normal
1903,low,on,136,Normal
1904,low,on,132,Normal
1905,high,off,208,Critic
1906,high,on,124,Normal
1907,low,off,161,Normal
1908,low,on,124,Normal
1909,high,off,207,Critic
1910,median,on,160,Normal
1911,high,off,126,Normal
1912,median,off,142,Normal
1913,low,on,160,Normal
1914,high,off,189,Critic
1915,median,on,164,Critic
1916,median,on,150,Normal
1917,high,on,150,Normal
1918,low,on,157,Normal
1919,high,off,172,Critic
1920,median,off,279,Critic
1921,low,on,168,Normal
1922,high,off,266,Critic
1923,high,off,130,Normal
1924,median,off,157,Normal
1925,low,on,124,Normal
1926,median,on,149,Normal
1927,median,on,138,Normal
1928,low,on,164,Normal
1929,low,on,163,Normal
1930,low,off,285,Critic
1931,median,off,132,Normal
1932,median,off,170,Normal
1933,median,off,169,Normal
1934,median,on,128,Normal
1935,median,on,148,Normal
1936,high,on,124,Normal
1937,low,off,237,Critic
1938,low,on,126,Normal
1939,median,off,158,Normal
1940,median,on,148,Normal
1941,low,off,126,Normal
1942,low,on,131,Normal
1943,high,off,278,Critic
1944,median,on,134,Normal
1945,high,off,142,Normal
1946,low,on,144,Normal
1947,median,on,149,Normal
1948,low,on,126,Normal
1949,median,off,138,Normal
1950,low,off,128,Normal
1951,low,off,162,Normal
1952,low,off,168,Normal
1953,high,off,291,Critic
1954,high,on,162,Critic
1955,median,off,254,Critic
1956,high,off,150,Normal
1957,low,off,122,Normal
1958,high,on,138,Normal
1959,median,on,132,Normal
1960,low,off,154,Normal
1961,low,off,134,Normal
1962,low,off,170,Normal
1963,median,on,214,Critic
1964,high,on,148,Normal
1965,median,off,160,Normal
1966,high,off,238,Critic
1967,low,on,122,Normal
1968,median,off,158,Normal
1969,median,off,156,Normal
1970,median,off,152,Normal
1971,low,on,140,Normal
1972,median,on,142,Normal
1973,median,on,136,Normal
1974,high,off,300,Critic
1975,median,off,139,Normal
1976,median,on,122,Normal
1977,high,off,142,Normal
1978,high,off,154,Critic
1979,median,off,214,Critic
1980,low,off,134,Normal
1981,high,on,170,Critic
1982,high,on,156,Normal
1983,low,on,162,Normal
1984,median,on,146,Normal
1985,median,off,162,Normal
1986,median,on,166,Normal
1987,low,on,136,Normal
1988,low,off,131,Normal
1989,high,off,240,Critic
1990,low,on,145,Normal
1991,median,off,149,Normal
1992,median,off,135,Normal
1993,low,on,156,Normal
1994,low,on,164,Normal
1995,low,off,133,Normal
1996,low,off,130,Normal
1997,low,off,143,Normal
1998,high,on,162,Normal
1999,low,on,160,Normal
2000,high,on,147,Normal
2001,low,on,129,Normal
2002,low,off,124,Normal
2003,high,on,168,Normal
2004,low,off,126,Normal
2005,median,on,121,Normal
2006,high,on,238,Critic
2007,low,on,170,Normal
2008,high,off,138,Normal
2009,low,on,148,Normal
2010,low,on,149,Normal
2011,low,off,161,Normal
2012,median,off,170,Normal
2013,low,on,142,Normal
2014,low,on,160,Normal
2015,high,off,238,Critic
2016,low,off,127,Normal
2017,low,off,206,Critic
2018,low,off,156,Normal
2019,low,off,144,Normal
2020,low,on,150,Normal
2021,low,on,135,Normal
2022,median,off,166,Normal
2023,median,off,142,Normal
2024,low,off,136,Normal
2025,high,on,170,Normal
2026,low,on,146,Normal
2027,high,on,154,Normal
2028,low,off,166,Normal
2029,low,on,148,Normal
2030,high,off,225,Critic
2031,median,on,120,Normal
2032,high,off,228,Critic
2033,low,off,138,Normal
2034,high,on,134,Normal
2035,median,on,132,Normal
2036,median,off,164,Normal
2037,low,off,121,Normal
2038,low,off,164,Normal
2039,low,on,162,Normal
2040,median,on,142,Normal
2041,high,off,144,Normal
2042,low,on,120,Normal
2043,low,on,164,Normal
2044,low,on,160,Normal
2045,median,on,169,Normal
2046,median,off,138,Normal
2047,median,off,278,Critic
2048,high,off,200,Critic
2049,high,off,134,Normal
2050,low,off,166,Normal
2051,low,off,167,Normal
2052,median,on,168,Normal
2053,low,on,135,Normal
2054,median,on,148,Normal
2055,low,on,150,Normal
2056,low,off,164,Normal
2057,high,on,280,Critic
2058,low,off,202,Critic
2059,low,on,126,Normal
2060,low,off,162,Normal
2061,median,on,274,Critic
2062,low,on,166,Normal
2063,low,on,164,Normal
2064,low,on,133,Normal
2065,median,on,159,Normal
2066,low,off,146,Normal
2067,low,off,198,Critic
2068,low,on,170,Normal
2069,high,on,126,Normal
2070,high,off,169,Normal
2071,low,on,142,Normal
2072,low,off,136,Normal
2073,high,on,178,Critic
2074,low,off,140,Normal
2075,median,off,167,Normal
2076,median,on,168,Normal
2077,median,off,234,Critic
2078,low,on,160,Normal
2079,low,off,159,Normal
2080,low,off,124,Normal
2081,low,on,120,Normal
2082,low,on,140,Normal
2083,low,on,122,Normal
2084,low,off,166,Normal
2085,low,off,170,Normal
2086,low,off,152,Normal
2087,high,off,162,Critic
2088,low,off,162,Normal
2089,high,off,216,Critic
2090,high,off,168,Normal
2091,high,on,230,Critic
2092,low,off,264,Critic
2093,median,off,165,Normal
2094,median,on,180,Critic
2095,high,on,250,Critic
2096,low,on,155,Normal
2097,low,on,124,Normal
2098,high,off,148,Normal
2099,median,off,166,Critic
2100,low,off,122,Normal
2101,high,on,174,Critic
2102,low,off,160,Normal
2103,low,off,126,Normal
2104,low,off,144,Normal
2105,median,off,140,Normal
2106,low,off,140,Normal
2107,low,on,127,Normal
2108,high,on,162,Critic
2109,high,off,132,Normal
2110,high,off,225,Critic
2111,high,off,246,Critic
2112,low,on,140,Normal
2113,low,on,125,Normal
2114,low,off,125,Normal
2115,low,on,170,Normal
2116,low,on,170,Normal
2117,low,off,168,Critic
2118,low,on,144,Normal
2119,low,on,164,Normal
2120,high,off,130,Normal
2121,low,on,164,Normal
2122,low,off,156,Normal
2123,low,off,163,Normal
2124,low,on,136,Normal
2125,low,off,140,Normal
2126,low,on,168,Normal
2127,low,off,127,Normal
2128,low,on,122,Normal
2129,low,on,156,Normal
2130,low,on,157,Normal
2131,low,on,159,Normal
2132,high,on,164,Normal
2133,median,off,128,Normal
2134,high,off,280,Critic
2135,high,on,166,Normal
2136,low,on,162,Normal
2137,low,off,127,Normal
2138,low,on,127,Normal
2139,high,off,212,Critic
2140,low,off,145,Normal
2141,low,on,124,Normal
2142,median,on,153,Normal
2143,low,on,127,Normal
2144,high,off,255,Critic
2145,low,on,127,Normal
2146,low,off,153,Normal
2147,high,off,268,Critic
2148,median,on,128,Normal
2149,low,off,139,Normal
2150,median,on,152,Normal
2151,median,off,272,Critic
2152,low,on,154,Normal
2153,low,on,122,Normal
2154,low,off,170,Normal
2155,low,on,125,Normal
2156,median,off,168,Normal
2157,median,on,134,Normal
2158,high,off,135,Normal
2159,median,off,296,Critic
2160,low,off,142,Normal
2161,low,off,158,Normal
2162,low,on,162,Normal
2163,median,on,262,Critic
2164,median,on,156,Normal
2165,high,off,188,Critic
2166,high,off,130,Normal
2167,low,on,202,Critic
2168,median,on,164,Normal
2169,median,off,252,Critic
2170,high,on,143,Normal
2171,median,on,169,Normal
2172,high,on,135,Normal
2173,low,off,264,Critic
2174,high,on,157,Normal
2175,median,off,201,Critic
2176,median,off,159,Critic
2177,low,off,150,Normal
2178,low,on,167,Normal
2179,low,off,156,Normal
2180,low,off,164,Normal
2181,low,off,128,Normal
2182,median,off,129,Normal
2183,high,off,237,Critic
2184,median,off,158,Critic
2185,low,on,140,Normal
2186,low,on,148,Normal
2187,high,off,139,Normal
2188,low,on,153,Normal
2189,low,on,160,Normal
2190,low,off,152,Normal
2191,median,on,122,Normal
2192,high,off,150,Normal
2193,median,on,122,Normal
2194,median,on,121,Normal
2195,high,off,150,Normal
2196,low,on,166,Normal
2197,median,off,151,Normal
2198,low,on,170,Normal
2199,low,on,162,Normal
2200,median,off,131,Normal
2201,low,on,124,Normal
2202,low,on,156,Normal
2203,high,off,290,Critic
2204,high,on,166,Critic
2205,high,off,285,Critic
2206,median,off,132,Normal
2207,low,off,141,Normal
2208,high,on,148,Normal
2209,low,on,146,Normal
2210,high,on,133,Normal
2211,low,on,166,Normal
2212,high,on,278,Critic
2213,median,on,152,Normal
2214,low,on,152,Normal
2215,high,off,152,Critic
2216,high,on,124,Normal
2217,high,off,214,Critic
2218,low,on,139,Normal
2219,low,off,136,Normal
2220,median,off,136,Normal
2221,low,off,168,Normal
2222,low,off,160,Normal
2223,median,off,122,Normal
