user,movie,date_of_grade,grade
231,83,15-10-11,4
231,88,15-10-07,5
231,93,15-10-03,4
231,98,15-10-13,1
232,2,15-10-09,2
232,3,15-10-13,1
232,14,15-10-15,5
232,25,15-10-16,5
232,36,15-10-10,1
232,37,15-10-06,2
232,47,15-10-13,2
232,48,15-10-15,2
232,58,15-10-19,2
232,59,15-10-17,3
232,69,15-10-14,2
232,70,15-10-18,4
232,80,15-10-08,1
232,81,15-10-13,1
232,91,15-10-05,3
232,92,15-10-12,3
233,18,15-10-13,5
233,31,15-10-16,1
233,44,15-10-18,4
233,57,15-10-14,4
233,70,15-10-09,3
233,83,15-10-10,4
234,10,15-10-09,4
234,15,15-10-07,4
234,29,15-10-07,5
234,34,15-10-11,5
234,53,15-10-07,4
234,72,15-10-07,4
234,77,15-10-16,3
234,91,15-10-09,4
234,96,15-10-07,5
235,9,15-10-02,3
235,10,15-10-11,4
235,21,15-10-06,4
235,32,15-10-17,3
235,43,15-10-06,2
235,44,15-10-08,5
235,54,15-10-06,3
235,55,15-10-16,3
235,65,15-10-06,1
235,66,15-10-02,2
235,76,15-10-17,2
235,77,15-10-20,5
235,87,15-10-18,3
235,88,15-10-02,3
235,98,15-10-04,2
235,99,15-10-03,2
236,0,15-10-20,2
236,3,15-10-02,2
236,6,15-10-10,2
236,9,15-10-17,1
236,12,15-10-02,4
236,15,15-10-12,5
236,18,15-10-01,2
236,21,15-10-17,5
236,76,15-10-04,3
236,79,15-10-07,2
236,82,15-10-18,1
236,85,15-10-03,4
236,88,15-10-17,4
236,91,15-10-11,1
236,94,15-10-12,1
236,97,15-10-06,2
237,25,15-10-06,1
237,30,15-10-09,1
237,35,15-10-07,1
237,40,15-10-07,5
237,45,15-10-17,2
237,50,15-10-08,2
238,3,15-10-11,3
238,20,15-10-03,2
238,35,15-10-07,1
238,52,15-10-16,1
238,69,15-10-07,3
238,86,15-10-12,1
239,2,15-10-04,3
239,9,15-10-16,5
239,16,15-10-14,2
239,23,15-10-16,4
239,30,15-10-13,5
239,37,15-10-20,5
239,44,15-10-02,4
239,51,15-10-04,5
239,53,15-10-07,2
239,58,15-10-20,2
239,60,15-10-14,5
239,65,15-10-15,3
239,67,15-10-05,3
239,72,15-10-09,5
239,74,15-10-11,4
239,79,15-10-13,3
239,81,15-10-05,5
239,86,15-10-19,4
239,88,15-10-07,4
239,95,15-10-14,2
240,3,15-10-07,4
240,8,15-10-18,2
240,22,15-10-14,4
240,27,15-10-20,4
240,41,15-10-08,3
240,46,15-10-07,4
240,65,15-10-20,3
240,70,15-10-12,4
240,84,15-10-09,5
240,89,15-10-13,3
241,1,15-10-20,4
241,2,15-10-17,5
241,12,15-10-02,5
241,13,15-10-11,5
241,23,15-10-18,2
241,24,15-10-15,4
241,34,15-10-17,4
241,35,15-10-08,5
241,45,15-10-06,3
241,46,15-10-12,3
241,56,15-10-06,5
241,57,15-10-15,4
241,67,15-10-12,1
241,68,15-10-19,5
241,79,15-10-11,3
241,90,15-10-14,2
241,91,15-10-04,4
242,2,15-10-09,2
242,15,15-10-13,3
242,28,15-10-01,3
242,41,15-10-08,4
242,54,15-10-12,3
242,67,15-10-19,1
242,76,15-10-15,1
242,89,15-10-08,3
243,0,15-10-18,1
243,10,15-10-20,5
243,11,15-10-02,2
243,21,15-10-05,2
243,22,15-10-15,3
243,33,15-10-13,1
243,44,15-10-10,5
243,55,15-10-07,5
243,56,15-10-07,1
243,66,15-10-18,2
243,67,15-10-08,1
243,77,15-10-11,2
243,78,15-10-04,3
243,88,15-10-10,1
243,89,15-10-10,2
243,99,15-10-09,2
244,0,15-10-03,1
244,10,15-10-11,1
244,11,15-10-01,4
244,12,15-10-08,1
244,21,15-10-06,1
244,22,15-10-09,5
244,23,15-10-19,5
244,33,15-10-08,1
244,34,15-10-05,3
244,44,15-10-20,2
244,45,15-10-10,4
244,55,15-10-03,1
244,56,15-10-15,5
244,66,15-10-05,1
244,67,15-10-06,5
244,77,15-10-15,2
244,78,15-10-08,3
244,88,15-10-14,5
244,89,15-10-18,1
244,99,15-10-12,3
245,0,15-10-19,2
245,5,15-10-09,2
245,19,15-10-13,2
245,24,15-10-08,4
245,38,15-10-14,4
245,43,15-10-04,5
245,48,15-10-18,1
245,57,15-10-04,3
245,62,15-10-06,1
245,67,15-10-08,1
245,76,15-10-13,1
245,81,15-10-06,2
245,86,15-10-19,1
246,6,15-10-11,5
246,13,15-10-13,2
246,20,15-10-12,3
246,27,15-10-05,1
246,34,15-10-01,5
246,41,15-10-03,1
246,48,15-10-15,3
246,55,15-10-04,5
246,57,15-10-08,2
246,62,15-10-10,4
246,64,15-10-10,5
246,71,15-10-09,4
246,78,15-10-17,4
246,85,15-10-05,1
246,92,15-10-17,5
246,99,15-10-05,3
247,83,15-10-11,2
247,86,15-10-10,1
247,89,15-10-20,1
247,92,15-10-19,2
247,95,15-10-15,1
247,98,15-10-01,2
248,3,15-10-12,4
248,7,15-10-09,4
248,16,15-10-01,4
248,20,15-10-08,3
248,29,15-10-18,5
248,42,15-10-12,2
248,55,15-10-12,2
248,68,15-10-13,1
248,77,15-10-02,5
248,81,15-10-08,2
248,90,15-10-18,5
248,94,15-10-12,5
249,39,15-10-08,1
249,42,15-10-01,5
249,45,15-10-16,3
249,48,15-10-12,3
249,51,15-10-04,2
249,54,15-10-02,1
249,57,15-10-13,2
249,60,15-10-20,1
249,63,15-10-07,5
249,66,15-10-17,3
249,69,15-10-06,3
249,72,15-10-02,1
249,75,15-10-10,3
249,78,15-10-04,4
249,81,15-10-11,3
249,84,15-10-11,5
249,87,15-10-04,2
249,90,15-10-09,4
249,93,15-10-06,3
250,3,15-10-13,1
250,7,15-10-06,1
250,16,15-10-02,4
250,20,15-10-05,5
250,29,15-10-14,5
250,33,15-10-14,2
250,42,15-10-17,1
250,46,15-10-15,5
250,51,15-10-20,1
250,55,15-10-09,2
250,59,15-10-10,2
250,64,15-10-14,2
250,68,15-10-12,4
250,72,15-10-06,1
250,77,15-10-08,4
250,81,15-10-14,3
250,85,15-10-15,3
250,90,15-10-18,4
250,94,15-10-01,1
250,98,15-10-05,5
251,0,15-10-03,2
251,3,15-10-03,1
251,6,15-10-03,5
251,9,15-10-02,2
251,12,15-10-18,5
251,15,15-10-02,5
251,82,15-10-06,5
251,85,15-10-19,1
251,88,15-10-19,2
251,91,15-10-17,1
251,94,15-10-04,4
251,97,15-10-13,3
252,62,15-10-06,3
252,65,15-10-16,1
252,68,15-10-17,5
252,71,15-10-14,3
252,74,15-10-01,1
252,77,15-10-08,4
252,80,15-10-08,5
252,83,15-10-08,2
252,86,15-10-08,1
252,89,15-10-01,3
252,92,15-10-18,3
252,95,15-10-09,3
253,4,15-10-16,2
253,5,15-10-07,3
253,16,15-10-04,2
253,27,15-10-11,5
253,38,15-10-13,4
253,39,15-10-15,2
253,49,15-10-17,2
253,50,15-10-17,5
253,60,15-10-01,2
253,61,15-10-08,4
253,71,15-10-03,5
253,72,15-10-03,2
253,82,15-10-01,4
253,83,15-10-11,1
253,93,15-10-05,1
253,94,15-10-11,5
254,10,15-10-05,1
254,15,15-10-10,3
254,29,15-10-10,1
254,34,15-10-20,2
254,53,15-10-04,4
254,58,15-10-11,1
254,72,15-10-15,5
254,77,15-10-15,4
254,91,15-10-08,1
254,96,15-10-06,2
255,5,15-10-12,5
255,12,15-10-06,5
255,19,15-10-05,5
255,26,15-10-02,4
255,33,15-10-18,4
255,40,15-10-09,4
255,47,15-10-07,4
255,49,15-10-04,2
255,54,15-10-13,2
255,56,15-10-08,2
255,61,15-10-10,3
255,63,15-10-13,4
255,70,15-10-07,4
255,77,15-10-18,3
255,84,15-10-08,3
255,91,15-10-02,5
255,98,15-10-01,4
256,2,15-10-02,1
256,7,15-10-04,5
256,12,15-10-08,2
256,17,15-10-07,5
256,22,15-10-13,3
256,27,15-10-07,4
256,32,15-10-06,2
256,37,15-10-12,4
256,42,15-10-10,3
256,47,15-10-12,1
256,52,15-10-14,3
256,57,15-10-07,1
256,62,15-10-04,1
256,67,15-10-18,3
256,82,15-10-06,5
256,87,15-10-19,4
256,92,15-10-01,4
256,97,15-10-01,3
257,1,15-10-10,3
257,6,15-10-20,2
257,51,15-10-08,3
257,56,15-10-10,1
257,61,15-10-01,2
257,66,15-10-01,2
257,71,15-10-18,3
257,76,15-10-01,1
257,81,15-10-12,1
257,86,15-10-18,5
257,91,15-10-03,1
257,96,15-10-17,5
258,1,15-10-15,3
258,8,15-10-12,5
258,15,15-10-13,5
258,22,15-10-17,2
258,29,15-10-15,4
258,36,15-10-16,5
258,43,15-10-06,4
258,50,15-10-03,1
259,5,15-10-15,5
259,12,15-10-04,2
259,19,15-10-04,3
259,26,15-10-03,5
259,33,15-10-12,5
259,40,15-10-19,4
259,47,15-10-17,3
259,77,15-10-03,3
259,84,15-10-20,3
259,91,15-10-09,3
259,98,15-10-14,5
260,3,15-10-15,5
260,12,15-10-17,4
260,25,15-10-04,1
260,38,15-10-16,3
260,51,15-10-20,3
260,64,15-10-09,3
260,73,15-10-02,5
260,77,15-10-09,5
260,86,15-10-16,1
260,90,15-10-07,3
260,99,15-10-16,4
261,1,15-10-01,2
261,6,15-10-18,5
261,11,15-10-20,1
261,16,15-10-01,3
261,21,15-10-12,1
261,26,15-10-20,2
261,31,15-10-04,2
261,36,15-10-02,5
261,61,15-10-20,4
261,66,15-10-13,5
261,71,15-10-12,1
261,76,15-10-15,3
261,81,15-10-10,4
261,86,15-10-13,1
261,91,15-10-16,2
261,96,15-10-14,2
262,21,15-10-03,4
262,34,15-10-06,4
262,47,15-10-04,4
262,60,15-10-07,1
262,73,15-10-19,5
263,3,15-10-16,2
263,16,15-10-04,5
263,29,15-10-13,3
263,42,15-10-02,3
263,55,15-10-05,3
263,68,15-10-04,4
263,77,15-10-11,1
263,81,15-10-05,4
263,90,15-10-05,1
263,94,15-10-10,2
264,11,15-10-19,5
264,24,15-10-20,3
264,37,15-10-10,5
264,50,15-10-07,4
264,59,15-10-10,2
264,63,15-10-20,5
264,72,15-10-10,2
264,85,15-10-08,2
264,98,15-10-17,4
265,2,15-10-07,3
265,9,15-10-16,3
265,16,15-10-08,1
265,23,15-10-19,2
265,30,15-10-07,1
265,37,15-10-05,5
265,44,15-10-05,3
265,51,15-10-02,3
265,53,15-10-03,3
265,58,15-10-01,2
265,60,15-10-15,1
265,67,15-10-14,2
265,74,15-10-11,4
265,81,15-10-10,5
265,88,15-10-14,1
265,95,15-10-10,4
266,1,15-10-09,1
266,3,15-10-05,5
266,16,15-10-16,5
266,18,15-10-11,2
266,31,15-10-11,2
266,33,15-10-15,2
266,35,15-10-05,3
266,48,15-10-09,1
266,50,15-10-03,3
266,52,15-10-09,2
266,65,15-10-15,1
266,67,15-10-08,3
266,69,15-10-13,4
266,82,15-10-15,1
266,84,15-10-04,5
266,86,15-10-17,1
266,99,15-10-09,5
267,5,15-10-05,5
267,12,15-10-14,4
267,19,15-10-13,1
267,26,15-10-03,1
267,33,15-10-20,3
267,40,15-10-05,3
267,47,15-10-15,5
267,54,15-10-05,2
267,61,15-10-04,5
267,63,15-10-18,3
267,70,15-10-16,2
267,77,15-10-06,2
267,84,15-10-07,3
267,91,15-10-12,1
267,98,15-10-11,1
268,11,15-10-19,5
268,18,15-10-19,3
268,25,15-10-13,2
268,32,15-10-14,3
268,39,15-10-01,1
268,46,15-10-07,2
268,53,15-10-02,1
268,60,15-10-12,4
269,7,15-10-03,3
269,20,15-10-17,4
269,33,15-10-14,4
269,46,15-10-03,1
269,59,15-10-14,5
269,72,15-10-08,4
269,85,15-10-04,3
269,94,15-10-17,1
270,2,15-10-16,5
270,5,15-10-16,1
270,8,15-10-15,2
270,11,15-10-20,5
270,14,15-10-19,4
270,17,15-10-01,5
270,20,15-10-04,1
270,23,15-10-19,5
270,26,15-10-06,2
270,29,15-10-20,5
270,32,15-10-08,5
270,35,15-10-04,1
270,38,15-10-04,1
270,84,15-10-13,2
270,87,15-10-03,4
270,90,15-10-12,3
270,93,15-10-08,1
270,96,15-10-14,5
270,99,15-10-10,3
271,2,15-10-09,4
271,7,15-10-19,3
271,12,15-10-11,4
271,17,15-10-08,3
271,22,15-10-18,1
271,27,15-10-18,4
271,32,15-10-13,2
271,77,15-10-19,2
271,82,15-10-01,2
271,87,15-10-11,3
271,92,15-10-10,4
271,97,15-10-06,3
272,2,15-10-11,1
272,5,15-10-01,5
272,8,15-10-20,2
272,11,15-10-19,3
272,14,15-10-01,2
272,81,15-10-11,5
272,84,15-10-01,5
272,87,15-10-02,1
272,90,15-10-09,2
272,93,15-10-02,1
272,96,15-10-06,2
272,99,15-10-07,2
273,3,15-10-10,5
273,8,15-10-04,2
273,13,15-10-08,2
273,18,15-10-17,5
273,23,15-10-19,2
273,28,15-10-13,3
273,33,15-10-10,1
273,38,15-10-03,4
273,43,15-10-03,5
273,48,15-10-04,1
273,53,15-10-09,2
273,58,15-10-07,1
273,63,15-10-11,2
273,68,15-10-15,5
273,73,15-10-19,2
273,88,15-10-08,3
273,93,15-10-12,3
273,98,15-10-17,2
274,29,15-10-07,4
274,32,15-10-19,1
274,35,15-10-14,2
274,38,15-10-10,1
274,41,15-10-07,2
274,44,15-10-11,5
274,47,15-10-03,5
274,50,15-10-15,2
275,3,15-10-12,5
275,10,15-10-16,2
275,17,15-10-05,3
275,24,15-10-19,5
275,31,15-10-17,3
275,38,15-10-03,1
275,45,15-10-05,5
275,68,15-10-14,2
275,75,15-10-18,3
275,82,15-10-08,1
275,89,15-10-15,4
275,96,15-10-08,3
276,11,15-10-11,4
276,24,15-10-03,3
276,37,15-10-09,4
276,50,15-10-19,2
276,98,15-10-06,4
277,1,15-10-04,5
277,3,15-10-16,3
277,18,15-10-20,2
277,20,15-10-16,4
277,35,15-10-17,3
277,37,15-10-09,2
277,52,15-10-16,4
277,69,15-10-17,3
277,86,15-10-12,3
278,0,15-10-04,4
278,15,15-10-05,3
278,17,15-10-07,4
278,32,15-10-10,4
278,34,15-10-14,1
278,49,15-10-16,5
278,51,15-10-08,3
278,66,15-10-01,3
278,68,15-10-05,4
278,83,15-10-05,4
278,85,15-10-05,2
279,5,15-10-08,2
279,7,15-10-02,5
279,22,15-10-17,3
279,24,15-10-10,2
279,39,15-10-09,2
279,56,15-10-16,2
279,73,15-10-11,4
279,88,15-10-04,5
279,90,15-10-11,2
280,7,15-10-17,1
280,20,15-10-05,2
280,33,15-10-04,3
280,46,15-10-15,4
280,59,15-10-07,5
280,68,15-10-20,1
280,72,15-10-17,3
280,81,15-10-07,5
280,85,15-10-01,1
280,94,15-10-03,4
281,6,15-10-12,1
281,19,15-10-11,3
281,28,15-10-04,5
281,32,15-10-02,5
281,41,15-10-13,1
281,45,15-10-04,4
281,54,15-10-03,5
281,58,15-10-01,4
281,67,15-10-02,2
281,71,15-10-03,4
281,80,15-10-20,5
281,84,15-10-10,3
281,93,15-10-19,5
281,97,15-10-13,4
282,27,15-10-11,5
282,40,15-10-05,4
282,53,15-10-04,5
282,66,15-10-20,4
282,79,15-10-12,4
282,92,15-10-20,4
283,1,15-10-04,3
283,6,15-10-15,5
283,11,15-10-09,3
283,20,15-10-03,1
283,25,15-10-17,2
283,30,15-10-18,1
283,39,15-10-18,4
283,44,15-10-02,5
283,49,15-10-09,2
283,58,15-10-14,3
283,63,15-10-09,1
283,68,15-10-09,2
283,77,15-10-03,1
283,82,15-10-06,4
283,87,15-10-15,4
283,96,15-10-04,4
284,20,15-10-20,4
284,25,15-10-13,5
284,30,15-10-07,5
284,35,15-10-02,3
284,40,15-10-03,1
284,45,15-10-14,2
284,50,15-10-01,2
284,55,15-10-16,1
284,60,15-10-14,1
284,65,15-10-05,1
284,70,15-10-12,3
284,75,15-10-05,1
284,80,15-10-10,3
284,85,15-10-15,2
284,90,15-10-19,4
284,95,15-10-17,1
285,16,15-10-03,4
285,23,15-10-11,3
285,30,15-10-13,3
285,37,15-10-20,4
285,44,15-10-09,5
285,51,15-10-04,2
285,58,15-10-03,2
285,65,15-10-10,2
285,72,15-10-10,4
286,12,15-10-04,2
286,27,15-10-18,2
286,29,15-10-18,5
286,44,15-10-14,5
286,46,15-10-09,5
286,61,15-10-09,3
286,63,15-10-13,3
286,78,15-10-02,2
286,80,15-10-13,1
286,95,15-10-05,3
287,2,15-10-03,4
287,6,15-10-05,1
287,11,15-10-18,5
287,16,15-10-19,3
287,21,15-10-09,5
287,25,15-10-13,4
287,30,15-10-18,1
287,35,15-10-03,1
287,40,15-10-08,3
287,49,15-10-14,2
287,54,15-10-15,5
287,59,15-10-18,2
287,64,15-10-07,5
287,68,15-10-06,3
287,73,15-10-15,3
287,78,15-10-20,5
287,83,15-10-18,2
287,87,15-10-17,5
287,92,15-10-18,2
287,97,15-10-01,5
288,12,15-10-02,3
288,17,15-10-06,3
288,22,15-10-13,2
288,31,15-10-01,5
288,36,15-10-16,1
288,41,15-10-10,2
288,50,15-10-04,2
288,55,15-10-06,5
288,60,15-10-20,5
288,69,15-10-15,5
288,74,15-10-12,1
288,79,15-10-06,3
288,88,15-10-07,3
288,93,15-10-05,5
288,98,15-10-14,5
289,5,15-10-02,3
289,12,15-10-05,4
289,19,15-10-12,5
289,70,15-10-10,4
289,77,15-10-09,2
289,84,15-10-11,2
289,91,15-10-03,1
289,98,15-10-16,1
290,0,15-10-08,5
290,1,15-10-18,5
290,11,15-10-10,4
290,12,15-10-02,3
290,23,15-10-05,1
290,34,15-10-15,5
290,45,15-10-18,4
290,56,15-10-06,5
290,67,15-10-14,1
290,78,15-10-10,1
290,79,15-10-20,3
290,89,15-10-13,5
290,90,15-10-13,5
291,4,15-10-02,1
291,9,15-10-15,2
291,18,15-10-01,4
291,23,15-10-13,1
291,28,15-10-04,4
291,37,15-10-06,4
291,42,15-10-02,3
291,47,15-10-01,1
291,56,15-10-17,5
291,61,15-10-02,1
291,66,15-10-18,5
291,75,15-10-01,3
291,80,15-10-17,1
291,85,15-10-14,1
291,90,15-10-18,4
291,94,15-10-16,1
291,99,15-10-18,4
292,2,15-10-16,2
292,3,15-10-08,1
292,13,15-10-13,5
292,14,15-10-07,4
292,24,15-10-09,3
292,25,15-10-16,5
292,35,15-10-17,1
292,36,15-10-02,1
292,46,15-10-03,3
292,47,15-10-16,3
292,48,15-10-08,5
292,57,15-10-18,2
292,58,15-10-17,1
292,59,15-10-18,3
292,69,15-10-19,1
292,70,15-10-02,1
292,80,15-10-17,4
292,81,15-10-10,3
292,91,15-10-07,1
292,92,15-10-04,3
293,4,15-10-12,5
293,9,15-10-19,2
293,19,15-10-07,1
293,24,15-10-14,1
293,29,15-10-17,3
293,34,15-10-05,5
293,39,15-10-20,4
293,44,15-10-01,3
293,49,15-10-08,4
293,54,15-10-12,4
293,59,15-10-17,4
293,64,15-10-16,1
293,69,15-10-09,3
293,74,15-10-02,2
293,79,15-10-06,5
293,84,15-10-15,4
293,89,15-10-15,3
293,94,15-10-09,2
293,99,15-10-01,2
294,5,15-10-10,2
294,7,15-10-05,3
294,9,15-10-08,2
294,20,15-10-18,2
294,22,15-10-03,2
294,24,15-10-18,3
294,37,15-10-04,2
294,39,15-10-17,5
294,41,15-10-12,2
294,54,15-10-20,5
294,56,15-10-08,3
294,58,15-10-12,1
294,71,15-10-05,3
294,73,15-10-01,4
294,75,15-10-05,4
294,88,15-10-14,2
294,90,15-10-15,1
294,92,15-10-17,4
295,7,15-10-01,3
295,20,15-10-15,1
295,33,15-10-03,3
295,42,15-10-18,4
295,46,15-10-12,4
295,55,15-10-15,3
295,68,15-10-02,5
295,81,15-10-17,3
295,94,15-10-04,3
296,6,15-10-07,5
296,13,15-10-06,1
296,20,15-10-05,4
296,27,15-10-01,3
296,34,15-10-10,5
296,41,15-10-19,4
296,48,15-10-06,1
296,55,15-10-07,5
296,57,15-10-13,4
296,62,15-10-10,3
296,64,15-10-05,4
296,71,15-10-13,3
296,78,15-10-16,2
296,85,15-10-11,5
296,92,15-10-06,5
296,99,15-10-04,2
297,30,15-10-03,3
297,37,15-10-03,2
297,44,15-10-06,4
297,51,15-10-07,3
297,58,15-10-16,3
297,65,15-10-14,1
298,12,15-10-05,5
298,25,15-10-01,2
298,38,15-10-16,1
298,51,15-10-19,1
298,64,15-10-11,5
298,77,15-10-03,2
299,8,15-10-04,1
299,10,15-10-11,4
299,25,15-10-04,4
299,27,15-10-06,2
299,42,15-10-09,4
299,44,15-10-06,3
299,59,15-10-06,2
299,61,15-10-15,3
299,74,15-10-18,1
299,76,15-10-06,1
299,91,15-10-15,2
299,93,15-10-18,1
300,5,15-10-05,3
300,7,15-10-17,4
300,20,15-10-01,3
300,22,15-10-13,4
300,24,15-10-06,3
300,37,15-10-05,3
300,39,15-10-07,3
300,54,15-10-14,3
300,56,15-10-12,4
300,71,15-10-19,3
300,73,15-10-18,1
300,88,15-10-05,2
300,90,15-10-20,2
301,3,15-10-19,3
301,8,15-10-15,5
301,13,15-10-19,4
301,22,15-10-10,3
301,27,15-10-01,4
301,32,15-10-14,5
301,41,15-10-05,1
301,46,15-10-20,2
301,51,15-10-02,4
301,60,15-10-18,5
301,65,15-10-15,2
301,70,15-10-12,2
301,79,15-10-04,1
301,84,15-10-05,5
301,89,15-10-06,4
301,94,15-10-03,2
301,98,15-10-02,1
302,8,15-10-18,5
302,12,15-10-02,3
302,21,15-10-04,4
302,25,15-10-20,1
302,34,15-10-01,3
302,38,15-10-02,3
302,47,15-10-16,2
302,56,15-10-07,1
302,60,15-10-18,5
302,69,15-10-19,4
302,73,15-10-12,1
302,82,15-10-08,2
302,86,15-10-18,2
302,95,15-10-05,3
302,99,15-10-10,5
303,8,15-10-07,4
303,19,15-10-14,1
303,30,15-10-11,2
303,41,15-10-11,1
303,64,15-10-13,2
303,75,15-10-15,3
303,86,15-10-02,2
303,97,15-10-11,5
304,45,15-10-03,3
304,48,15-10-06,5
304,51,15-10-15,5
304,54,15-10-06,1
304,57,15-10-06,3
304,60,15-10-14,3
304,63,15-10-02,5
304,66,15-10-09,1
304,69,15-10-06,5
305,6,15-10-07,4
305,9,15-10-12,4
305,12,15-10-02,4
305,15,15-10-06,1
305,18,15-10-13,3
305,21,15-10-02,3
305,24,15-10-05,2
305,27,15-10-01,4
305,30,15-10-11,1
305,33,15-10-02,1
305,36,15-10-11,4
305,39,15-10-15,5
305,42,15-10-04,5
305,45,15-10-20,4
305,48,15-10-13,5
305,51,15-10-12,3
305,54,15-10-14,2
306,1,15-10-04,3
306,16,15-10-14,5
306,18,15-10-15,1
306,33,15-10-20,2
306,35,15-10-07,5
306,50,15-10-13,4
306,67,15-10-07,3
306,84,15-10-19,4
307,12,15-10-12,3
307,25,15-10-08,3
307,38,15-10-12,1
307,51,15-10-07,1
307,64,15-10-02,1
307,77,15-10-20,3
308,0,15-10-04,4
308,5,15-10-18,1
308,7,15-10-08,1
308,12,15-10-11,5
308,14,15-10-04,2
308,19,15-10-01,5
308,21,15-10-07,1
308,28,15-10-03,2
308,35,15-10-12,4
308,42,15-10-05,5
308,49,15-10-14,2
308,56,15-10-11,4
308,63,15-10-08,2
308,70,15-10-07,4
308,77,15-10-16,2
308,84,15-10-08,3
308,91,15-10-14,1
308,93,15-10-02,3
308,98,15-10-10,4
309,0,15-10-09,4
309,5,15-10-18,5
309,10,15-10-13,2
309,15,15-10-13,3
309,20,15-10-10,3
309,25,15-10-01,2
309,30,15-10-16,5
309,35,15-10-11,5
309,40,15-10-09,1
309,45,15-10-18,3
309,50,15-10-07,4
309,55,15-10-08,2
309,60,15-10-10,3
309,65,15-10-04,3
309,70,15-10-07,3
309,75,15-10-03,2
309,80,15-10-18,3
309,85,15-10-17,2
309,95,15-10-11,4
310,12,15-10-03,3
310,14,15-10-11,4
310,16,15-10-12,1
310,27,15-10-16,4
310,29,15-10-08,1
310,31,15-10-10,4
310,33,15-10-10,2
310,44,15-10-16,1
310,46,15-10-16,4
310,48,15-10-05,2
310,61,15-10-17,3
310,63,15-10-10,3
310,65,15-10-19,1
310,78,15-10-09,1
310,80,15-10-08,3
310,82,15-10-04,2
310,95,15-10-18,2
310,97,15-10-12,4
310,99,15-10-04,1
311,0,15-10-06,3
311,7,15-10-16,1
311,14,15-10-13,1
311,21,15-10-11,4
311,28,15-10-01,2
311,35,15-10-16,2
311,42,15-10-03,4
311,44,15-10-09,2
311,49,15-10-07,2
311,51,15-10-06,2
311,56,15-10-04,5
311,58,15-10-18,2
311,63,15-10-09,1
311,65,15-10-10,2
311,70,15-10-10,5
311,72,15-10-07,5
311,77,15-10-15,3
311,79,15-10-15,5
311,86,15-10-11,1
311,93,15-10-11,4
312,6,15-10-19,5
312,19,15-10-12,4
312,32,15-10-20,4
312,45,15-10-04,4
312,54,15-10-12,4
312,58,15-10-06,5
312,67,15-10-12,5
312,80,15-10-15,3
312,93,15-10-18,1
313,0,15-10-06,1
313,7,15-10-06,2
313,14,15-10-03,4
313,21,15-10-16,4
313,28,15-10-17,2
313,35,15-10-06,3
313,42,15-10-02,4
313,49,15-10-03,4
313,56,15-10-01,2
313,58,15-10-12,5
313,63,15-10-09,3
313,65,15-10-19,1
313,70,15-10-15,5
313,72,15-10-08,2
313,79,15-10-19,1
313,86,15-10-11,3
313,93,15-10-17,5
314,50,15-10-09,1
314,57,15-10-02,2
314,64,15-10-19,5
314,71,15-10-12,2
314,78,15-10-08,3
314,85,15-10-20,4
314,92,15-10-07,1
315,9,15-10-17,5
315,26,15-10-12,2
315,43,15-10-05,5
315,58,15-10-03,1
315,60,15-10-06,1
315,75,15-10-01,4
315,92,15-10-09,4
316,34,15-10-10,2
316,45,15-10-14,1
316,56,15-10-15,1
316,67,15-10-06,4
316,78,15-10-16,5
317,3,15-10-03,5
317,8,15-10-05,5
317,17,15-10-13,4
317,22,15-10-01,4
317,27,15-10-05,4
317,36,15-10-16,3
317,41,15-10-05,1
317,46,15-10-10,3
317,51,15-10-09,4
317,55,15-10-17,1
317,60,15-10-13,3
317,65,15-10-15,3
317,70,15-10-16,1
317,79,15-10-08,5
317,84,15-10-18,1
317,89,15-10-04,3
317,98,15-10-05,4
318,9,15-10-16,1
318,14,15-10-17,5
318,19,15-10-07,2
318,24,15-10-12,4
318,29,15-10-18,3
318,34,15-10-02,3
318,39,15-10-18,1
318,44,15-10-04,5
318,49,15-10-10,1
318,54,15-10-07,2
318,59,15-10-19,4
318,64,15-10-16,1
319,2,15-10-18,2
319,6,15-10-11,4
319,15,15-10-06,5
319,19,15-10-02,1
319,28,15-10-18,4
319,32,15-10-09,1
319,41,15-10-10,3
319,45,15-10-16,3
319,50,15-10-18,1
319,54,15-10-14,1
319,63,15-10-14,3
319,67,15-10-03,5
319,76,15-10-16,1
319,80,15-10-02,4
319,89,15-10-15,5
319,93,15-10-01,4
320,10,15-10-20,3
320,15,15-10-07,5
320,34,15-10-11,5
320,39,15-10-10,1
320,53,15-10-09,3
320,58,15-10-17,4
320,72,15-10-07,3
320,77,15-10-05,1
320,91,15-10-13,2
320,96,15-10-05,5
321,10,15-10-08,2
321,21,15-10-10,2
321,32,15-10-04,4
321,33,15-10-20,4
321,43,15-10-01,2
321,44,15-10-01,5
321,54,15-10-17,5
321,55,15-10-13,3
321,66,15-10-01,3
321,77,15-10-01,5
321,88,15-10-08,3
321,99,15-10-06,4
322,2,15-10-02,5
322,5,15-10-02,3
322,8,15-10-01,4
322,11,15-10-18,2
322,14,15-10-06,3
322,17,15-10-10,1
322,20,15-10-08,2
322,23,15-10-11,4
322,26,15-10-06,1
322,29,15-10-11,5
322,32,15-10-04,3
322,35,15-10-20,1
322,38,15-10-20,1
323,2,15-10-18,1
323,4,15-10-02,1
323,6,15-10-10,2
323,19,15-10-04,2
323,21,15-10-16,4
323,23,15-10-13,5
323,36,15-10-06,2
323,38,15-10-14,5
